Skills,Roles,Experience,Availability,ProjectAssignment,BurnRate,PerformanceRating,Overtime,NumberOfProject,AverageMonthlyHours,TimeSpendCompany,Age,Gender,HistoricalPerformanceData,YearsAtCompany,PromotionLast5Years
"Python, AWS, Networking",Cloud Engineer,19,Available,Multi-tiered bandwidth-monitored budgetary management,0.96,3,True,7,157,3,46,Male,"1, 1, 4, 1, 5",4,False
"Docker, AWS, Kubernetes, Azure, Google Cloud",Cloud Engineer,1,Available,Multi-tiered optimal moderator,0.54,2,True,7,182,9,22,Female,"2, 5, 3, 2, 2",5,True
"Data Analysis, Statistics, TensorFlow, R, Python",Data Scientist,7,Available,Programmable bi-directional approach,0.87,2,True,7,201,10,56,Male,"4, 5, 3, 5, 4",8,False
"Statistics, Machine Learning, Data Analysis, SQL, Matplotlib",Data Scientist,23,Available,Progressive real-time moderator,0.62,4,False,5,199,3,52,Male,"1, 3, 2, 3, 4",10,True
"Python, SQL, HTML",Software Engineer,19,Occupied,Persevering system-worthy throughput,0.72,1,False,10,157,3,25,Male,"3, 3, 3, 1, 3",6,False
"Docker, AWS, Azure, Linux",DevOps Engineer,14,Occupied,Configurable heuristic emulation,0.5,3,True,9,159,2,41,Male,"1, 3, 3, 5, 1",1,False
"Budgeting, Leadership, Strategic Planning, Risk Management",IT Manager,12,Occupied,Optional user-facing pricing structure,0.26,3,True,1,162,7,24,Male,"4, 5, 2, 2, 4",10,True
"Django, Python, JavaScript, SQL",Software Engineer,11,Available,Up-sized encompassing migration,0.75,4,True,10,165,4,26,Male,"1, 4, 1, 1, 3",10,True
"SQL, UML, Requirements Gathering, Project Management, Business Analysis",System Analyst,27,Available,Robust 6thgeneration adapter,0.93,2,True,3,156,9,51,Male,"5, 4, 2, 4, 2",9,True
"JavaScript, CSS, Python, Java",Software Engineer,18,Occupied,Devolved homogeneous process improvement,0.33,2,False,7,233,4,46,Female,"1, 5, 5, 2, 4",0,False
"Java, Python, C++",Software Engineer,10,Available,Extended systemic intranet,0.34,5,False,3,250,10,55,Male,"3, 2, 3, 3, 1",4,True
"Monitoring, CI/CD, Docker",DevOps Engineer,25,Occupied,Distributed responsive product,0.81,2,False,10,230,5,33,Male,"1, 5, 2, 4, 5",3,True
"Azure, Monitoring, Shell Scripting, AWS",DevOps Engineer,8,Occupied,Re-engineered fresh-thinking forecast,0.58,2,False,7,222,7,44,Male,"5, 4, 2, 3, 5",10,True
"Data Analysis, Python, Pandas",Data Scientist,4,Available,Innovative system-worthy analyzer,0.12,3,False,5,191,8,31,Female,"2, 4, 1, 3, 4",3,True
"Business Analysis, SQL, System Design, Data Modeling, Project Management",System Analyst,11,Available,Ameliorated asynchronous emulation,0.02,5,True,7,156,4,36,Male,"4, 3, 5, 4, 1",5,False
"ITIL, Vendor Management, Leadership, Budgeting, Strategic Planning",IT Manager,23,Occupied,Reverse-engineered multimedia attitude,0.84,3,True,5,221,8,29,Female,"3, 5, 5, 5, 4",4,False
"SQL, TensorFlow, Machine Learning",Data Scientist,10,Occupied,Optimized analyzing groupware,0.37,5,True,3,235,6,44,Female,"2, 1, 3, 4, 2",1,True
"AWS, Docker, Python, Cloud Security, Google Cloud",Cloud Engineer,18,Available,Customer-focused global focus group,0.55,2,False,6,200,4,33,Male,"1, 1, 3, 3, 2",8,True
"Strategic Planning, Project Management, ITIL",IT Manager,8,Occupied,Managed maximized service-desk,0.63,1,True,6,213,6,36,Female,"2, 3, 2, 3, 3",7,True
"Business Analysis, SQL, Data Modeling, Project Management, Requirements Gathering",System Analyst,23,Occupied,Ameliorated next generation extranet,0.99,3,True,4,175,9,22,Female,"1, 1, 4, 3, 1",8,True
"React, JavaScript, Django, C++",Software Engineer,24,Available,Upgradable optimizing groupware,0.28,2,False,3,219,7,58,Male,"1, 5, 2, 3, 5",5,True
"Google Cloud, Azure, Networking, AWS, Terraform",Cloud Engineer,29,Occupied,Profit-focused fresh-thinking Graphical User Interface,0.56,3,False,2,205,4,53,Male,"1, 2, 2, 5, 3",9,False
"Project Management, Strategic Planning, Budgeting",IT Manager,1,Occupied,Cross-group regional capacity,0.82,5,True,1,208,7,38,Male,"4, 4, 4, 4, 5",0,True
"Docker, Google Cloud, Python, Kubernetes",Cloud Engineer,17,Occupied,Distributed system-worthy focus group,0.07,2,True,7,158,9,50,Male,"1, 2, 2, 5, 3",4,False
"Python, Machine Learning, Matplotlib",Data Scientist,30,Available,Intuitive clear-thinking instruction set,0.16,4,True,6,245,2,23,Male,"3, 3, 1, 1, 3",4,False
"Data Analysis, R, Statistics",Data Scientist,1,Available,Intuitive bi-directional synergy,0.83,4,False,6,166,3,33,Male,"1, 3, 3, 4, 1",4,False
"Data Analysis, SQL, Statistics, Python, Pandas",Data Scientist,10,Occupied,Persevering homogeneous collaboration,0.92,3,True,3,232,8,27,Male,"1, 1, 5, 5, 1",10,False
"Project Management, Data Modeling, Business Analysis, System Design",System Analyst,30,Available,Virtual multi-tasking hub,0.73,2,False,8,219,5,43,Male,"5, 2, 3, 2, 3",3,False
"CI/CD, Jenkins, AWS, Monitoring, Docker",DevOps Engineer,21,Occupied,Profit-focused dedicated success,0.71,5,False,5,213,6,48,Male,"4, 1, 3, 1, 5",1,False
"Kubernetes, Cloud Security, Google Cloud",Cloud Engineer,9,Available,Proactive hybrid database,0.16,4,False,8,216,5,33,Male,"1, 1, 5, 4, 1",1,False
"Linux, AWS, Shell Scripting",DevOps Engineer,16,Occupied,Synergized composite groupware,0.56,1,True,10,196,2,58,Male,"4, 1, 4, 2, 3",9,False
"Vendor Management, Project Management, Leadership",IT Manager,19,Occupied,Robust user-facing superstructure,0.25,4,False,5,206,5,46,Female,"3, 4, 4, 2, 3",1,False
"System Design, Data Modeling, UML",System Analyst,9,Available,Reactive modular orchestration,0.54,3,True,9,200,7,27,Male,"5, 1, 4, 2, 5",5,False
"AWS, CI/CD, Kubernetes, Jenkins, Shell Scripting",DevOps Engineer,19,Available,Integrated background contingency,0.32,5,True,8,180,1,27,Male,"3, 1, 2, 5, 1",3,False
"Jenkins, AWS, Linux, Shell Scripting, Monitoring",DevOps Engineer,25,Available,Front-line static functionalities,0.97,5,True,6,210,3,41,Female,"4, 1, 2, 1, 2",7,False
"Java, CSS, Python, SQL",Software Engineer,5,Occupied,Face-to-face 24/7 encoding,0.44,1,False,3,173,4,33,Male,"3, 1, 3, 3, 4",1,True
"SQL, Python, JavaScript",Software Engineer,1,Occupied,Programmable bifurcated structure,0.06,2,True,7,247,2,50,Male,"1, 1, 5, 1, 4",1,False
"Leadership, Risk Management, Vendor Management, ITIL, Strategic Planning",IT Manager,3,Occupied,Up-sized object-oriented migration,0.63,4,True,4,234,2,55,Female,"1, 4, 4, 5, 5",3,False
"Risk Management, ITIL, Project Management, Strategic Planning",IT Manager,23,Occupied,Cross-platform 24/7 support,0.34,4,True,1,151,6,28,Male,"1, 5, 5, 4, 5",1,True
"Python, TensorFlow, Machine Learning, SQL, R",Data Scientist,21,Occupied,Inverse methodical paradigm,0.42,3,False,10,220,2,27,Male,"1, 4, 5, 5, 1",9,True
"Data Modeling, System Design, Requirements Gathering",System Analyst,2,Available,Ameliorated optimizing circuit,0.46,1,True,8,207,9,27,Female,"5, 5, 3, 2, 4",8,False
"SQL, R, Statistics, Python, Machine Learning",Data Scientist,10,Occupied,Universal composite methodology,0.36,1,False,6,184,6,33,Male,"1, 4, 2, 1, 1",3,False
"Python, Data Analysis, Machine Learning, Statistics",Data Scientist,24,Available,User-centric solution-oriented capability,0.81,1,True,3,173,3,47,Female,"5, 3, 2, 1, 1",8,True
"Python, Data Analysis, Machine Learning, Pandas, Matplotlib",Data Scientist,22,Occupied,Reduced full-range monitoring,0.8,3,True,8,194,2,23,Male,"4, 1, 3, 4, 1",2,False
"TensorFlow, Matplotlib, Python, Pandas",Data Scientist,12,Occupied,Compatible even-keeled workforce,0.42,5,True,10,209,2,32,Male,"2, 1, 5, 1, 1",4,False
"System Design, Project Management, Requirements Gathering, Business Analysis, UML",System Analyst,25,Available,Focused multimedia approach,0.9,2,True,6,179,7,41,Male,"5, 1, 1, 3, 5",3,False
"Kubernetes, Linux, Shell Scripting",DevOps Engineer,26,Occupied,Universal 5thgeneration support,0.58,5,False,4,217,3,23,Male,"3, 3, 5, 3, 2",8,True
"Project Management, Budgeting, Strategic Planning, Risk Management",IT Manager,26,Available,Enhanced asymmetric database,0.24,5,True,5,164,5,23,Male,"1, 3, 4, 1, 1",3,False
"SQL, Pandas, Matplotlib",Data Scientist,13,Available,Pre-emptive cohesive complexity,0.26,5,True,10,201,5,52,Female,"5, 1, 5, 5, 4",6,True
"HTML, Java, Django, SQL, JavaScript",Software Engineer,20,Occupied,Self-enabling bandwidth-monitored capacity,0.6,2,True,7,170,1,23,Male,"1, 1, 1, 5, 2",2,True
"Pandas, Data Analysis, SQL, TensorFlow",Data Scientist,10,Occupied,Realigned radical benchmark,0.43,1,False,3,238,7,49,Male,"1, 3, 3, 1, 4",8,False
"Business Analysis, UML, Requirements Gathering, Project Management, System Design",System Analyst,15,Occupied,Assimilated zero-defect parallelism,0.53,1,True,9,159,1,42,Male,"1, 1, 1, 4, 4",5,True
"UML, System Design, SQL, Business Analysis",System Analyst,29,Available,Horizontal zero administration pricing structure,0.73,5,False,3,225,5,52,Female,"5, 5, 1, 5, 5",0,True
"R, Statistics, Machine Learning",Data Scientist,8,Occupied,Innovative didactic workforce,0.01,4,False,2,197,8,32,Female,"1, 3, 2, 4, 3",8,False
"Azure, Python, Networking, AWS, Google Cloud",Cloud Engineer,13,Available,Seamless dedicated process improvement,0.46,5,True,8,211,8,42,Female,"3, 2, 2, 3, 1",8,True
"Azure, Monitoring, Jenkins, Linux",DevOps Engineer,16,Occupied,Decentralized clear-thinking functionalities,0.61,2,True,6,200,1,47,Male,"1, 3, 1, 1, 5",3,True
"TensorFlow, Python, SQL",Data Scientist,29,Available,Cross-group tangible pricing structure,0.01,5,True,7,239,10,26,Male,"1, 1, 3, 2, 2",1,True
"Leadership, Vendor Management, Budgeting",IT Manager,2,Occupied,Decentralized incremental architecture,0.72,1,False,7,250,10,46,Female,"3, 5, 4, 4, 1",1,False
"Monitoring, Kubernetes, Docker",DevOps Engineer,27,Occupied,Diverse zero-defect system engine,0.87,4,False,10,195,5,31,Female,"1, 1, 1, 4, 5",5,False
"Networking, Cloud Security, AWS, Kubernetes, Terraform",Cloud Engineer,25,Occupied,Team-oriented composite migration,0.64,5,False,4,219,6,56,Male,"1, 2, 2, 5, 4",8,False
"Python, Google Cloud, Docker",Cloud Engineer,15,Occupied,Reverse-engineered well-modulated neural-net,0.11,2,False,8,228,4,36,Male,"4, 2, 3, 2, 5",7,True
"Strategic Planning, Budgeting, Leadership, Project Management",IT Manager,30,Available,Compatible system-worthy encryption,0.67,5,True,9,245,8,36,Female,"2, 3, 4, 1, 4",5,False
"Azure, Kubernetes, Docker",Cloud Engineer,16,Occupied,Distributed contextually-based frame,0.21,1,True,2,226,10,34,Male,"2, 3, 4, 1, 4",8,True
"Pandas, R, Statistics, Data Analysis",Data Scientist,25,Occupied,Quality-focused grid-enabled product,0.71,4,False,1,248,3,40,Male,"2, 5, 1, 4, 1",4,True
"Matplotlib, Data Analysis, Machine Learning",Data Scientist,24,Available,Robust optimizing customer loyalty,0.17,5,False,3,222,8,39,Male,"3, 5, 2, 3, 5",7,True
"Risk Management, ITIL, Budgeting",IT Manager,25,Available,Upgradable system-worthy algorithm,0.43,3,True,9,183,3,60,Male,"1, 3, 2, 2, 1",0,False
"Leadership, Budgeting, Vendor Management, Risk Management, Project Management",IT Manager,12,Available,Intuitive transitional Internet solution,0.5,4,False,2,198,3,45,Female,"4, 5, 5, 4, 2",9,True
"ITIL, Strategic Planning, Leadership, Project Management",IT Manager,28,Occupied,Grass-roots explicit methodology,0.47,2,True,8,161,5,56,Female,"5, 1, 3, 4, 3",10,True
"Matplotlib, R, Statistics",Data Scientist,4,Available,Persevering local info-mediaries,0.41,1,False,7,188,9,54,Female,"1, 1, 4, 4, 4",3,False
"Requirements Gathering, System Design, UML, Data Modeling",System Analyst,3,Available,Cloned attitude-oriented challenge,0.93,3,True,10,238,3,50,Female,"4, 3, 2, 4, 1",5,False
"Project Management, Leadership, Vendor Management, ITIL",IT Manager,24,Available,Reactive zero-defect budgetary management,0.52,4,True,3,245,9,42,Female,"3, 3, 3, 4, 3",10,False
"Python, Google Cloud, Docker, Terraform",Cloud Engineer,3,Available,Front-line actuating moderator,0.82,4,True,1,232,4,47,Female,"1, 1, 3, 2, 2",8,True
"CSS, Python, SQL, Django",Software Engineer,15,Occupied,Total radical budgetary management,0.99,5,True,6,213,5,55,Male,"4, 4, 1, 2, 1",1,True
"Vendor Management, Strategic Planning, Budgeting, ITIL, Project Management",IT Manager,13,Available,Cross-group intangible hub,0.2,3,True,1,233,2,28,Male,"2, 5, 3, 5, 1",2,False
"Project Management, Business Analysis, Requirements Gathering, SQL, System Design",System Analyst,2,Available,Customer-focused heuristic matrices,0.14,3,True,5,174,9,29,Female,"5, 4, 5, 3, 5",4,True
"Terraform, Google Cloud, Docker, Networking, AWS",Cloud Engineer,10,Occupied,Robust homogeneous protocol,0.07,1,True,6,179,6,44,Male,"2, 5, 2, 4, 3",4,True
"ITIL, Leadership, Risk Management",IT Manager,23,Occupied,Phased demand-driven standardization,0.61,5,True,9,212,2,49,Female,"2, 4, 5, 3, 1",10,False
"Cloud Security, Networking, Terraform, Azure",Cloud Engineer,5,Occupied,Progressive 5thgeneration structure,0.2,1,False,5,168,6,22,Female,"4, 5, 4, 2, 1",8,False
"UML, Project Management, SQL, Data Modeling, System Design",System Analyst,28,Occupied,Upgradable hybrid knowledge user,0.72,1,False,5,214,8,46,Male,"2, 2, 5, 1, 5",1,True
"Linux, Kubernetes, Jenkins",DevOps Engineer,30,Available,Extended exuding methodology,0.7,2,True,5,201,2,33,Female,"5, 5, 2, 1, 2",10,False
"Shell Scripting, AWS, Monitoring, CI/CD",DevOps Engineer,5,Available,Streamlined motivating Local Area Network,0.78,1,True,3,219,4,45,Male,"5, 3, 1, 3, 1",2,True
"Data Modeling, UML, Requirements Gathering",System Analyst,12,Available,Multi-layered 5thgeneration info-mediaries,0.23,3,True,3,223,7,47,Female,"4, 1, 2, 1, 3",4,False
"SQL, Python, CSS",Software Engineer,1,Available,Face-to-face 3rdgeneration utilization,0.93,3,True,8,209,9,23,Male,"4, 4, 4, 2, 2",2,False
"Networking, Cloud Security, Azure, Google Cloud",Cloud Engineer,25,Available,Grass-roots upward-trending migration,0.59,5,False,5,182,10,23,Male,"1, 2, 5, 2, 4",8,True
"CSS, JavaScript, C++, Python, SQL",Software Engineer,21,Occupied,Down-sized regional implementation,0.66,1,False,2,238,6,58,Male,"4, 5, 4, 4, 4",7,True
"AWS, Azure, Shell Scripting, Kubernetes",DevOps Engineer,13,Available,Optimized heuristic forecast,0.0,3,True,9,195,9,25,Female,"4, 5, 2, 1, 2",6,False
"Vendor Management, Budgeting, Risk Management",IT Manager,27,Available,Customer-focused explicit focus group,0.95,4,False,3,208,2,36,Female,"5, 1, 2, 4, 3",1,True
"System Design, Project Management, SQL, UML",System Analyst,2,Available,Face-to-face incremental hierarchy,0.07,2,True,5,181,4,22,Male,"2, 3, 3, 4, 3",2,True
"Linux, Monitoring, CI/CD, Docker",DevOps Engineer,24,Available,Multi-channeled well-modulated Local Area Network,0.77,4,True,9,234,7,54,Female,"4, 1, 5, 3, 3",0,True
"Networking, Kubernetes, AWS",Cloud Engineer,22,Available,Phased dynamic methodology,0.91,2,False,3,163,7,43,Male,"5, 4, 2, 3, 5",3,True
"Python, CSS, HTML, Java",Software Engineer,2,Available,Enhanced interactive frame,0.15,5,False,8,176,8,25,Male,"4, 3, 3, 2, 1",10,True
"UML, Data Modeling, Project Management",System Analyst,10,Occupied,Compatible logistical groupware,0.19,2,False,2,193,7,56,Female,"5, 1, 5, 5, 2",8,False
"Django, C++, JavaScript, React, HTML",Software Engineer,7,Occupied,Distributed system-worthy monitoring,0.83,4,False,1,235,4,35,Female,"1, 2, 1, 4, 1",8,False
"CI/CD, Docker, AWS, Azure, Jenkins",DevOps Engineer,16,Available,Virtual bifurcated focus group,0.26,2,False,8,219,7,22,Female,"3, 3, 4, 3, 4",6,False
"Kubernetes, Python, Terraform",Cloud Engineer,21,Available,Distributed zero-defect orchestration,0.56,2,True,7,212,1,35,Female,"2, 2, 3, 5, 2",7,True
"C++, React, HTML, JavaScript, Django",Software Engineer,13,Available,Grass-roots cohesive Graphical User Interface,0.07,3,False,2,244,7,59,Male,"3, 3, 1, 3, 1",4,False
"Vendor Management, ITIL, Project Management, Leadership",IT Manager,20,Available,Fully-configurable local knowledge user,0.6,5,True,5,210,2,47,Female,"2, 5, 5, 2, 5",7,False
"SQL, Statistics, TensorFlow",Data Scientist,4,Available,User-centric eco-centric benchmark,0.96,2,True,10,178,4,42,Male,"4, 3, 5, 3, 3",3,True
"SQL, R, Pandas, Statistics, TensorFlow",Data Scientist,23,Occupied,Implemented full-range algorithm,0.09,4,False,9,180,10,53,Male,"2, 2, 2, 4, 2",6,True
"Project Management, Budgeting, ITIL",IT Manager,4,Available,Advanced optimizing algorithm,0.35,1,False,7,249,3,42,Female,"5, 4, 4, 4, 3",7,True
"Java, CSS, Django, JavaScript, Python",Software Engineer,23,Available,User-centric methodical Graphical User Interface,0.52,5,False,4,185,10,37,Male,"4, 1, 5, 5, 3",0,True
"Shell Scripting, AWS, CI/CD, Azure",DevOps Engineer,11,Available,Business-focused scalable initiative,0.1,1,False,7,231,4,30,Female,"3, 1, 4, 4, 5",0,False
"Shell Scripting, Jenkins, Linux, Monitoring, Kubernetes",DevOps Engineer,15,Available,Advanced 6thgeneration application,0.33,2,True,7,204,4,40,Female,"4, 3, 5, 1, 4",8,False
"React, CSS, Python, SQL, Django",Software Engineer,3,Available,Compatible background success,0.96,5,False,10,191,5,36,Male,"4, 5, 3, 2, 3",7,True
"Vendor Management, Project Management, Budgeting, Strategic Planning, Leadership",IT Manager,28,Occupied,Horizontal global application,0.68,5,False,4,211,4,30,Male,"4, 1, 2, 5, 5",9,False
"Azure, Jenkins, Docker",DevOps Engineer,23,Available,Intuitive system-worthy monitoring,0.24,3,False,2,205,6,41,Female,"4, 1, 1, 4, 1",6,False
"Terraform, Docker, Azure",Cloud Engineer,22,Occupied,Business-focused user-facing structure,0.57,3,False,3,181,10,54,Female,"3, 3, 4, 4, 2",6,False
"Google Cloud, Terraform, Python, Cloud Security",Cloud Engineer,27,Occupied,Intuitive disintermediate standardization,0.86,3,False,7,235,8,39,Male,"5, 2, 5, 1, 4",9,False
"Data Modeling, System Design, SQL, UML, Business Analysis",System Analyst,6,Available,Networked coherent hierarchy,0.91,5,True,4,175,7,29,Female,"2, 4, 1, 1, 5",4,True
"ITIL, Strategic Planning, Budgeting",IT Manager,10,Available,Programmable neutral toolset,0.59,3,False,10,218,1,29,Male,"3, 1, 4, 1, 2",5,False
"System Design, Data Modeling, Business Analysis, SQL",System Analyst,20,Occupied,Team-oriented upward-trending time-frame,0.79,4,False,10,201,10,26,Female,"3, 2, 3, 2, 1",4,False
"Kubernetes, AWS, CI/CD, Shell Scripting",DevOps Engineer,27,Occupied,Up-sized national application,0.1,5,False,10,228,3,42,Male,"4, 3, 4, 3, 5",5,True
"Matplotlib, Machine Learning, Pandas",Data Scientist,24,Available,Visionary encompassing standardization,0.16,1,True,2,158,6,36,Female,"4, 5, 5, 3, 2",6,True
"Pandas, R, TensorFlow, SQL",Data Scientist,6,Occupied,Synchronized asymmetric help-desk,0.02,5,False,8,188,4,43,Female,"2, 2, 5, 2, 2",1,True
"Networking, Azure, Cloud Security",Cloud Engineer,10,Occupied,Organic multi-tasking archive,0.21,5,True,9,247,6,22,Male,"2, 2, 2, 4, 4",4,True
"JavaScript, SQL, React",Software Engineer,4,Available,Triple-buffered radical knowledgebase,0.68,2,True,7,226,5,31,Male,"5, 3, 5, 3, 4",2,True
"C++, Python, Django",Software Engineer,11,Occupied,Front-line global support,0.64,1,False,4,152,6,41,Female,"5, 1, 5, 1, 2",10,False
"Statistics, Matplotlib, R, TensorFlow",Data Scientist,7,Occupied,Fully-configurable intangible support,0.72,2,False,6,225,8,51,Female,"4, 3, 1, 3, 1",8,False
